20190101 214700;76.692000;76.697000;76.682000;76.689000;0
20190101 214800;76.689000;76.703000;76.685000;76.696000;0
20190101 214900;76.696000;76.698000;76.680000;76.682000;0
20190101 215000;76.683000;76.703000;76.680000;76.700000;0
20190101 215100;76.699000;76.699000;76.682000;76.687000;0
20190101 215200;76.688000;76.694000;76.688000;76.691000;0
20190101 215300;76.692000;76.721000;76.692000;76.721000;0
20190101 215400;76.721000;76.722000;76.705000;76.709000;0
20190101 215500;76.709000;76.716000;76.702000;76.715000;0
20190101 215600;76.715000;76.742000;76.714000;76.742000;0
20190101 215700;76.740000;76.748000;76.728000;76.746000;0
20190101 215800;76.745000;76.754000;76.743000;76.750000;0
20190101 215900;76.750000;76.763000;76.746000;76.759000;0
20190101 220000;76.754000;76.754000;76.739000;76.744000;0
20190101 220100;76.744000;76.752000;76.733000;76.734000;0
20190101 220200;76.734000;76.747000;76.734000;76.737000;0
20190101 220300;76.738000;76.738000;76.699000;76.701000;0
20190101 220400;76.699000;76.701000;76.684000;76.689000;0
20190101 220500;76.689000;76.689000;76.668000;76.669000;0
20190101 220600;76.668000;76.687000;76.664000;76.687000;0
20190101 220700;76.686000;76.704000;76.686000;76.697000;0
20190101 220800;76.699000;76.709000;76.694000;76.708000;0
20190101 220900;76.707000;76.707000;76.695000;76.702000;0
20190101 221000;76.701000;76.716000;76.693000;76.698000;0
20190101 221100;76.698000;76.698000;76.679000;76.688000;0
20190101 221200;76.688000;76.720000;76.688000;76.718000;0
20190101 221300;76.718000;76.722000;76.714000;76.721000;0
20190101 221400;76.721000;76.737000;76.716000;76.725000;0
20190101 221500;76.726000;76.727000;76.706000;76.706000;0
20190101 221600;76.706000;76.707000;76.684000;76.684000;0
20190101 221700;76.684000;76.686000;76.678000;76.680000;0
20190101 221800;76.680000;76.689000;76.675000;76.684000;0
20190101 221900;76.683000;76.683000;76.675000;76.678000;0
20190101 222000;76.678000;76.684000;76.678000;76.684000;0
20190101 222100;76.683000;76.696000;76.669000;76.691000;0
20190101 222200;76.691000;76.697000;76.689000;76.697000;0
20190101 222300;76.701000;76.704000;76.695000;76.695000;0
20190101 222400;76.694000;76.696000;76.674000;76.680000;0
20190101 222500;76.681000;76.692000;76.675000;76.680000;0
20190101 222600;76.680000;76.690000;76.680000;76.689000;0
20190101 222700;76.689000;76.691000;76.689000;76.691000;0
20190101 222800;76.692000;76.710000;76.692000;76.698000;0
20190101 222900;76.698000;76.698000;76.684000;76.689000;0
20190101 223000;76.689000;76.689000;76.676000;76.681000;0
20190101 223100;76.681000;76.681000;76.674000;76.677000;0
20190101 223200;76.677000;76.694000;76.675000;76.692000;0
20190101 223300;76.693000;76.706000;76.693000;76.706000;0
20190101 223400;76.706000;76.717000;76.706000;76.711000;0
20190101 223500;76.710000;76.715000;76.703000;76.715000;0
20190101 223600;76.715000;76.727000;76.688000;76.690000;0
20190101 223700;76.688000;76.696000;76.681000;76.690000;0
20190101 223800;76.692000;76.710000;76.691000;76.706000;0
20190101 223900;76.707000;76.707000;76.701000;76.703000;0
20190101 224000;76.703000;76.708000;76.703000;76.708000;0
20190101 224100;76.710000;76.711000;76.703000;76.705000;0
20190101 224200;76.704000;76.706000;76.686000;76.688000;0
20190101 224300;76.689000;76.693000;76.687000;76.689000;0
20190101 224400;76.689000;76.691000;76.681000;76.684000;0
20190101 224500;76.685000;76.688000;76.678000;76.679000;0
20190101 224600;76.678000;76.678000;76.659000;76.663000;0
20190101 224700;76.663000;76.682000;76.659000;76.679000;0
20190101 224800;76.682000;76.694000;76.680000;76.691000;0
20190101 224900;76.689000;76.697000;76.688000;76.693000;0
20190101 225000;76.695000;76.701000;76.686000;76.697000;0
20190101 225100;76.696000;76.701000;76.693000;76.693000;0
20190101 225200;76.692000;76.711000;76.692000;76.710000;0
20190101 225300;76.709000;76.710000;76.694000;76.694000;0
20190101 225400;76.694000;76.712000;76.694000;76.712000;0
20190101 225500;76.713000;76.729000;76.713000;76.728000;0
20190101 225600;76.729000;76.732000;76.715000;76.719000;0
20190101 225700;76.719000;76.727000;76.708000;76.714000;0
20190101 225800;76.714000;76.717000;76.710000;76.711000;0
20190101 225900;76.712000;76.716000;76.712000;76.716000;0
20190101 230000;76.716000;76.726000;76.715000;76.726000;0
20190101 230100;76.726000;76.730000;76.710000;76.712000;0
20190101 230200;76.712000;76.713000;76.696000;76.698000;0
20190101 230300;76.694000;76.694000;76.635000;76.645000;0
20190101 230400;76.645000;76.645000;76.612000;76.619000;0
20190101 230500;76.619000;76.627000;76.611000;76.627000;0
20190101 230600;76.626000;76.631000;76.619000;76.626000;0
20190101 230700;76.625000;76.628000;76.608000;76.609000;0
20190101 230800;76.609000;76.611000;76.597000;76.607000;0
20190101 230900;76.606000;76.642000;76.603000;76.642000;0
20190101 231000;76.643000;76.646000;76.631000;76.636000;0
20190101 231100;76.636000;76.636000;76.617000;76.621000;0
20190101 231200;76.620000;76.631000;76.618000;76.631000;0
20190101 231300;76.629000;76.646000;76.624000;76.646000;0
20190101 231400;76.645000;76.647000;76.641000;76.643000;0
20190101 231500;76.643000;76.647000;76.642000;76.642000;0
20190101 231600;76.643000;76.655000;76.640000;76.654000;0
20190101 231700;76.654000;76.671000;76.653000;76.671000;0
20190101 231800;76.671000;76.671000;76.666000;76.670000;0
